,venue_boundaries,venue_highest_runs,venue_boundaries_first_six,venue_avg_wicket,SR,avg,batting_team,bowling_team,BF,runs,_4s,_6s,_30s,_50s,economy,wickets,innings,runs_after_6ovs
173,33,211,17,6,1.165902347,22.39378238,Kings XI Punjab,Rajasthan Royals,741.4,864.4,94.4,20.4,38.6,38.6,7.468123862,43,2,29
174,33,211,17,6,1.260438198,26.74561404,Kolkata Knight Riders,Delhi Daredevils,1209.5,1524.5,156,65.5,57,57,7.534821825,101,1,54
175,33,211,17,6,1.285132935,32.2244898,Delhi Daredevils,Kolkata Knight Riders,3686,4737,501,127,147,147,7.997900483,60.75,2,57
176,28,188,16,6,1.248348559,25.37714286,Deccan Chargers,Mumbai Indians,1778.75,2220.5,209,91,87.5,87.5,7.475251076,166,1,37
177,28,188,16,6,1.183280471,27.203125,Mumbai Indians,Deccan Chargers,1103.5,1305.75,128.75,37.25,48,48,7.864759428,57,2,41
178,28,188,16,6,1.203169347,27.64673913,Royal Challengers Bangalore,Rajasthan Royals,2536.8,3052.2,300.4,88,110.4,110.4,7.578063794,55,1,29
179,28,188,16,6,1.110903135,18.546875,Rajasthan Royals,Royal Challengers Bangalore,712.3333333,791.3333333,75.33333333,29.33333333,42.66666667,42.66666667,7.697253851,65.66666667,2,31
180,28,188,16,6,1.289477938,27.79790941,Chennai Super Kings,Kings XI Punjab,2062.333333,2659.333333,257,90.33333333,95.66666667,95.66666667,7.870791131,48,1,57
181,28,188,16,6,1.104138852,17.59574468,Kings XI Punjab,Chennai Super Kings,249.6666667,275.6666667,25.66666667,11.66666667,15.66666667,15.66666667,7.670416942,58,2,53
182,21,178,15,4,1.157854011,26.88023952,Mumbai Indians,Delhi Daredevils,969.25,1122.25,109.25,27.75,41.75,41.75,7.778473804,73.66666667,1,30
183,21,178,15,4,1.285132935,32.2244898,Delhi Daredevils,Mumbai Indians,3686,4737,501,127,147,147,7.401741294,151,2,36
184,18,168,15,5,1.121850475,19.12676056,Rajasthan Royals,Chennai Super Kings,807,905.3333333,90.33333333,32.66666667,47.33333333,47.33333333,8.048894668,55.25,1,34
185,18,168,15,5,1.27966457,28,Chennai Super Kings,Rajasthan Royals,2385,3052,288,111.3333333,109,109,7.468123862,43,2,37
186,18,168,15,5,1.212758851,23.42580645,Deccan Chargers,Kings XI Punjab,998,1210.333333,125.6666667,49.66666667,51.66666667,51.66666667,7.632796781,63.66666667,1,52
187,18,168,15,5,1.215403129,22.44444444,Kings XI Punjab,Deccan Chargers,1038.75,1262.5,118.25,50.5,56.25,56.25,7.826776277,40,2,45
188,25,189,16,5,1.174166332,24.66244726,Kolkata Knight Riders,Delhi Daredevils,995.6,1169,115.2,43.2,47.4,47.4,7.778473804,73.66666667,1,37
189,25,189,16,5,1.285132935,32.2244898,Delhi Daredevils,Kolkata Knight Riders,3686,4737,501,127,147,147,8.142323961,38.6,2,47
190,21,187,16,4,1.179577465,28.36693548,Mumbai Indians,Royal Challengers Bangalore,1988,2345,265.3333333,48,82.66666667,82.66666667,8.190830812,77.33333333,1,46
191,21,187,16,4,1.216929374,27.08139535,Royal Challengers Bangalore,Mumbai Indians,2870.75,3493.5,321.25,113.75,129,129,7.678752437,163,2,39
192,18,168,15,5,1.27446605,25.46496815,Deccan Chargers,Rajasthan Royals,2091.333333,2665.333333,251,111,104.6666667,104.6666667,7.477842666,80.25,1,42
193,18,168,15,5,1.121941436,19.02721088,Rajasthan Royals,Deccan Chargers,623.25,699.25,70.5,24.5,36.75,36.75,7.716506292,52,2,30
194,28,188,16,6,1.204117304,20.19543974,Kings XI Punjab,Mumbai Indians,1029.8,1240,112.2,48,61.4,61.4,7.678752437,163,1,51
195,28,188,16,6,1.187987737,24.4269341,Mumbai Indians,Kings XI Punjab,1794,2131.25,228,51.25,87.25,87.25,7.757609145,92.25,2,42
196,28,188,16,6,1.175227225,24.38596491,Kolkata Knight Riders,Royal Challengers Bangalore,1182.75,1390,130.25,58,57,57,8.113927227,109.5,1,38
197,28,188,16,6,1.095410192,24.44354839,Royal Challengers Bangalore,Kolkata Knight Riders,1383.5,1515.5,162,31.5,62,62,8.170303605,36.6,2,46
198,33,211,17,6,1.261364985,30.89244186,Delhi Daredevils,Deccan Chargers,2808.333333,3542.333333,380.6666667,92.66666667,114.6666667,114.6666667,7.762566845,40.5,1,56
199,33,211,17,6,1.267565112,24.69321534,Deccan Chargers,Delhi Daredevils,1651,2092.75,197,85.5,84.75,84.75,7.778473804,73.66666667,2,50
200,33,211,17,6,1.051186017,23.38888889,Rajasthan Royals,Mumbai Indians,400.5,421,53,6,18,18,7.642925202,129.75,1,42
201,33,211,17,6,1.184053246,24.28133705,Mumbai Indians,Rajasthan Royals,1472.4,1743.4,187.6,41.6,71.8,71.8,7.390572391,72.25,2,26
202,33,211,17,6,1.292827004,27.03529412,Chennai Super Kings,Royal Challengers Bangalore,2666.25,3447,294.25,137.5,127.5,127.5,7.747534517,95.5,1,52
203,33,211,17,6,1.204445439,27.00334448,Royal Challengers Bangalore,Chennai Super Kings,2681.4,3229.6,310.8,96.6,119.6,119.6,7.99111358,68,2,33
204,20,166,12,6,1.335728215,28.16883117,Delhi Daredevils,Kings XI Punjab,2435.75,3253.5,340.25,107,115.5,115.5,7.757609145,92.25,1,38
205,20,166,12,6,1.213605442,22.20746888,Kings XI Punjab,Delhi Daredevils,882,1070.4,99.6,43,48.2,48.2,7.849264706,71.33333333,2,37
206,21,187,16,4,1.233314154,20.81067961,Mumbai Indians,Chennai Super Kings,1158.666667,1429,108.6666667,59.66666667,68.66666667,68.66666667,8.030587074,56,1,49
207,21,187,16,4,1.252719278,25.59338061,Chennai Super Kings,Mumbai Indians,2160.5,2706.5,284,80,105.75,105.75,7.678752437,163,2,35
208,25,189,16,5,1.179514034,24.69736842,Kolkata Knight Riders,Deccan Chargers,1591.333333,1877,184,71.66666667,76,76,7.677950595,61.66666667,1,31
209,25,189,16,5,1.230224813,25.47413793,Deccan Chargers,Kolkata Knight Riders,1201,1477.5,161,61.5,58,58,7.734564339,38,2,50
210,20,166,12,6,1.335728215,28.16883117,Delhi Daredevils,Rajasthan Royals,2435.75,3253.5,340.25,107,115.5,115.5,7.560875912,67,1,35
211,20,166,12,6,1.104330709,17.75316456,Rajasthan Royals,Delhi Daredevils,635,701.25,66.5,24,39.5,39.5,7.525766871,54,2,24
212,25,189,16,5,1.213605442,22.20746888,Kings XI Punjab,Deccan Chargers,882,1070.4,99.6,43,48.2,48.2,7.677950595,61.66666667,1,39
213,25,189,16,5,1.218576343,24.10994764,Deccan Chargers,Kings XI Punjab,944.75,1151.25,112.75,47.5,47.75,47.75,7.598099117,52.75,2,46
214,28,188,16,6,1.165670651,20.4127907,Chennai Super Kings,Kolkata Knight Riders,1506,1755.5,212,34,86,86,7.9469359,44.4,1,54
215,28,188,16,6,1.179514034,24.69736842,Kolkata Knight Riders,Chennai Super Kings,1591.333333,1877,184,71.66666667,76,76,7.446784922,62,2,56
216,25,189,16,5,1.347745589,27.5,Delhi Daredevils,Royal Challengers Bangalore,2295.5,3093.75,316,103.5,112.5,112.5,7.694102398,67.66666667,1,37
217,25,189,16,5,1.166413374,25.6545961,Royal Challengers Bangalore,Delhi Daredevils,2632,3070,326,78.33333333,119.6666667,119.6666667,7.640606768,58,2,27
218,33,211,17,6,1.24775353,18.99674267,Rajasthan Royals,Kolkata Knight Riders,779,972,84.16666667,43.16666667,51.16666667,51.16666667,8.078236131,41.5,1,46
219,33,211,17,6,1.176470588,23.89078498,Kolkata Knight Riders,Rajasthan Royals,1190,1400,129.4,55,58.6,58.6,7.618843683,61,2,29
220,33,211,17,6,1.25823248,24.69889503,Chennai Super Kings,Kings XI Punjab,2368.666667,2980.333333,306.6666667,89,120.6666667,120.6666667,7.598099117,52.75,1,50
221,33,211,17,6,1.195538058,19.38297872,Kings XI Punjab,Chennai Super Kings,254,303.6666667,28.33333333,13,15.66666667,15.66666667,7.048825196,74.25,2,29
222,28,188,16,6,1.121332576,24.17959184,Royal Challengers Bangalore,Deccan Chargers,1761,1974.666667,185.3333333,49.66666667,81.66666667,81.66666667,7.677950595,61.66666667,1,33
223,28,188,16,6,1.230224813,25.47413793,Deccan Chargers,Royal Challengers Bangalore,1201,1477.5,161,61.5,58,58,7.450459653,68.5,2,64
224,28,188,16,6,1.182778865,27.98148148,Mumbai Indians,Delhi Daredevils,1533,1813.2,184.4,44.6,64.8,64.8,7.866587957,33.33333333,1,30
225,28,188,16,6,1.324432867,30.65829146,Delhi Daredevils,Mumbai Indians,3071,4067.333333,445.3333333,120,132.6666667,132.6666667,7.40621118,101,2,60
226,28,188,16,6,1.300896162,29.81026786,Delhi Daredevils,Deccan Chargers,2566.5,3338.75,369,96,112,112,7.558923997,88.33333333,1,49
227,28,188,16,6,1.213483146,24.58536585,Deccan Chargers,Delhi Daredevils,830.6666667,1008,109,41,41,41,7.883312102,48.6,2,84
228,25,189,16,5,1.199575372,23.54166667,Chennai Super Kings,Royal Challengers Bangalore,1648.5,1977.5,243,46.5,84,84,7.747534517,95.5,1,52
229,25,189,16,5,1.123629804,24.76452599,Royal Challengers Bangalore,Chennai Super Kings,1801.75,2024.5,206.25,44.25,81.75,81.75,8.139838247,69,2,59
230,25,189,16,5,1.218576343,24.10994764,Deccan Chargers,Royal Challengers Bangalore,944.75,1151.25,112.75,47.5,47.75,47.75,7.747534517,95.5,1,31
231,25,189,16,5,1.121332576,24.17959184,Royal Challengers Bangalore,Deccan Chargers,1761,1974.666667,185.3333333,49.66666667,81.66666667,81.66666667,7.677950595,61.66666667,2,36
232,27,187,16,5,1.120473023,21.12891986,Kolkata Knight Riders,Deccan Chargers,902,1010.666667,90.5,30.16666667,47.83333333,47.83333333,7.800263968,45.66666667,1,38
233,27,187,16,5,1.280501089,23.51,Deccan Chargers,Kolkata Knight Riders,918,1175.5,136,48.5,50,50,7.731238147,41.25,2,62
234,30,213,21,5,1.186754422,22.62745098,Kings XI Punjab,Delhi Daredevils,1215.5,1442.5,136.25,53.75,63.75,63.75,7.725113694,42,1,44
235,30,213,21,5,1.335728215,28.16883117,Delhi Daredevils,Kings XI Punjab,2435.75,3253.5,340.25,107,115.5,115.5,7.709803922,78,2,39
236,37,231,20,5,1.179636613,25.48888889,Mumbai Indians,Rajasthan Royals,972.3333333,1147,140,26.33333333,45,45,7.637393768,18.75,1,69
237,37,231,20,5,1.097987752,18.1884058,Rajasthan Royals,Mumbai Indians,762,836.6666667,78,31,46,46,7.359701239,89.5,2,39
238,93,246,59,5,1.216348931,24.48255814,Deccan Chargers,Chennai Super Kings,865.5,1052.75,107.25,42.25,43,43,7.140681132,87.75,1,57
239,93,246,59,5,1.277424217,26.43847487,Chennai Super Kings,Deccan Chargers,1990.333333,2542.5,222,96.5,96.16666667,96.16666667,7.591368847,64.75,2,34
240,36,232,19,5,1.185335444,27.47477064,Royal Challengers Bangalore,Kolkata Knight Riders,2526.5,2994.75,271.75,86.5,109,109,7.75599233,44,1,24
241,36,232,19,5,1.163971418,21.19863014,Kolkata Knight Riders,Royal Challengers Bangalore,1329.5,1547.5,139,41.5,73,73,7.294117647,90,2,61
242,31,211,19,5,1.245385906,20.12881356,Rajasthan Royals,Delhi Daredevils,1192,1484.5,133.5,64.75,73.75,73.75,7.2408126,86.66666667,1,47
243,31,211,19,5,1.335728215,28.16883117,Delhi Daredevils,Rajasthan Royals,2435.75,3253.5,340.25,107,115.5,115.5,7.455525606,47.66666667,2,60
244,74,263,40,5,1.094728171,21.78688525,Kings XI Punjab,Royal Challengers Bangalore,607,664.5,66,19.5,30.5,30.5,7.388806192,102.6666667,1,50
245,74,263,40,5,1.122687439,25.06521739,Royal Challengers Bangalore,Kings XI Punjab,2567.5,2882.5,272.5,70.5,115,115,7.756855576,57.66666667,2,61
246,36,232,19,5,1.27966457,28,Chennai Super Kings,Kolkata Knight Riders,2385,3052,288,111.3333333,109,109,8.005385996,37.25,1,31
247,36,232,19,5,1.163758389,21.54037267,Kolkata Knight Riders,Chennai Super Kings,1192,1387.2,126.6,42.6,64.4,64.4,8.094287041,80.66666667,2,45
248,32,231,19,6,1.179636613,25.48888889,Mumbai Indians,Delhi Daredevils,972.3333333,1147,140,26.33333333,45,45,7.848113208,33.75,1,67
249,32,231,19,6,1.417042526,28.28617363,Delhi Daredevils,Mumbai Indians,2069.333333,2932.333333,289.6666667,123,103.6666667,103.6666667,7.68830624,148,2,56
250,74,263,40,5,1.159048215,17.29906542,Rajasthan Royals,Royal Challengers Bangalore,532.3333333,617,55.66666667,28.33333333,35.66666667,35.66666667,7.623989218,111.5,1,31
251,74,263,40,5,1.122687439,25.06521739,Royal Challengers Bangalore,Rajasthan Royals,2567.5,2882.5,272.5,70.5,115,115,7.435873606,83,2,59
252,32,231,19,6,1.357599168,30.76767677,Delhi Daredevils,Chennai Super Kings,2243.666667,3046,328,108.3333333,99,99,7.467447173,94.5,1,52
253,32,231,19,6,1.186455585,23.15879828,Chennai Super Kings,Delhi Daredevils,1516,1798.666667,213.3333333,40.33333333,77.66666667,77.66666667,7.965110313,82.75,2,56
254,37,231,20,5,1.216348931,24.48255814,Deccan Chargers,Kings XI Punjab,865.5,1052.75,107.25,42.25,43,43,7.853856563,87.75,1,56
255,37,231,20,5,1.185915493,22.75675676,Kings XI Punjab,Deccan Chargers,1278,1515.6,149,51,66.6,66.6,7.716506292,52,2,27
256,31,211,19,5,1.131845842,16.90909091,Rajasthan Royals,Kolkata Knight Riders,493,558,51.75,22.75,33,33,7.953094463,54,1,56
257,31,211,19,5,1.136289534,20.74404762,Kolkata Knight Riders,Rajasthan Royals,1022.333333,1161.666667,109.3333333,29,56,56,7.457161263,63.75,2,38
258,37,231,20,5,1.170186939,23.62745098,Mumbai Indians,Royal Challengers Bangalore,1029.75,1205,130.25,31.75,51,51,7.623989218,111.5,1,45
259,37,231,20,5,1.122687439,25.06521739,Royal Challengers Bangalore,Mumbai Indians,2567.5,2882.5,272.5,70.5,115,115,7.68830624,148,2,55
260,37,231,20,5,1.224213929,24.65088757,Deccan Chargers,Delhi Daredevils,850.75,1041.5,105,43,42.25,42.25,7.375391283,60.5,1,47
261,37,231,20,5,1.434719751,31.93316832,Delhi Daredevils,Deccan Chargers,2997.333333,4300.333333,413,180,134.6666667,134.6666667,7.591368847,64.75,2,48
262,93,246,59,5,1.163385147,19.58139535,Kings XI Punjab,Chennai Super Kings,965,1122.666667,107.3333333,27,57.33333333,57.33333333,7.532715163,101.75,1,38
263,93,246,59,5,1.199575372,23.54166667,Chennai Super Kings,Kings XI Punjab,1648.5,1977.5,243,46.5,84,84,7.757184372,40.25,2,42
264,93,246,59,5,1.327912321,25.99307958,Chennai Super Kings,Kings XI Punjab,1885.666667,2504,226,99.33333333,96.33333333,96.33333333,7.940425532,16,3,9
265,93,246,59,5,1.217832355,22.3627451,Kings XI Punjab,Chennai Super Kings,1873,2281,209,94.5,102,102,6.69829222,74,4,10
266,37,231,20,5,1.309148936,32.90374332,Kolkata Knight Riders,Mumbai Indians,2350,3076.5,262,196.5,93.5,93.5,7.630519251,132.5,1,41
267,37,231,20,5,1.203539823,29.98425197,Mumbai Indians,Kolkata Knight Riders,3164,3808,448.5,70,127,127,7.864661654,39.66666667,2,57
268,74,263,40,5,1.12466355,25.44551282,Royal Challengers Bangalore,Chennai Super Kings,2353,2646.333333,271.3333333,56.33333333,104,104,7.99111358,68,1,38
269,74,263,40,5,1.198235599,22.6372549,Chennai Super Kings,Royal Challengers Bangalore,1284.666667,1539.333333,181.6666667,37.33333333,68,68,7.294117647,90,2,29
270,30,213,21,5,1.150770988,17.22222222,Rajasthan Royals,Kings XI Punjab,583.6666667,671.6666667,62.66666667,28.66666667,39,39,7.800356506,57.66666667,1,53
271,30,213,21,5,1.140695915,23.37984496,Kings XI Punjab,Rajasthan Royals,881.3333333,1005.333333,109,22,43,43,7.389614527,61,2,76
272,37,231,20,5,1.252719278,25.59338061,Chennai Super Kings,Mumbai Indians,2160.5,2706.5,284,80,105.75,105.75,7.594251337,127,1,51
273,37,231,20,5,1.203539823,29.98425197,Mumbai Indians,Chennai Super Kings,3164,3808,448.5,70,127,127,8.069531892,71,2,63
274,74,263,40,5,1.390600349,28.82444062,Delhi Daredevils,Royal Challengers Bangalore,3010.75,4186.75,404.5,161.5,145.25,145.25,7.623989218,111.5,1,64
275,74,263,40,5,1.122687439,25.06521739,Royal Challengers Bangalore,Delhi Daredevils,2567.5,2882.5,272.5,70.5,115,115,8.174390827,80,2,46
276,31,211,19,5,1.216348931,24.48255814,Deccan Chargers,Rajasthan Royals,865.5,1052.75,107.25,42.25,43,43,7.709424084,30.25,1,55
277,31,211,19,5,1.166878981,17.28301887,Rajasthan Royals,Deccan Chargers,785,916,83,42.5,53,53,7.554521663,49.75,2,54
278,30,213,21,5,1.25521521,26.40833333,Kolkata Knight Riders,Kings XI Punjab,1893.5,2376.75,212.5,117.5,90,90,7.694953482,42.75,1,50
279,30,213,21,5,1.186754422,22.62745098,Kings XI Punjab,Kolkata Knight Riders,1215.5,1442.5,136.25,53.75,63.75,63.75,8.021984925,41.25,2,42
280,31,211,19,5,1.150770988,17.22222222,Rajasthan Royals,Chennai Super Kings,583.6666667,671.6666667,62.66666667,28.66666667,39,39,7.369195923,63.33333333,1,58
281,31,211,19,5,1.27966457,28,Chennai Super Kings,Rajasthan Royals,2385,3052,288,111.3333333,109,109,7.582741671,31.66666667,2,58
282,27,187,16,5,1.207692308,25.65070423,Mumbai Indians,Deccan Chargers,2513.333333,3035.333333,337.6666667,67,118.3333333,118.3333333,7.639377197,55.5,1,52
283,27,187,16,5,1.224213929,24.65088757,Deccan Chargers,Mumbai Indians,850.75,1041.5,105,43,42.25,42.25,7.236479789,129.5,2,50
284,32,231,19,6,1.30803284,27.92268041,Delhi Daredevils,Kolkata Knight Riders,2484.8,3250.2,344.8,95.8,116.4,116.4,8,35.25,1,62
285,32,231,19,6,1.24729325,25.72209026,Kolkata Knight Riders,Delhi Daredevils,1736.4,2165.8,188,106,84.2,84.2,7.293604651,81,2,36
286,37,231,20,5,1.20626072,27.04807692,Kings XI Punjab,Mumbai Indians,1166,1406.5,150.25,39.25,52,52,7.236479789,129.5,1,48
287,37,231,20,5,1.259709597,26.7443609,Mumbai Indians,Kings XI Punjab,2823.666667,3557,365.6666667,113,133,133,7.797716628,69.8,2,45
288,93,246,59,5,1.177659212,25.17961165,Royal Challengers Bangalore,Chennai Super Kings,2936.333333,3458,333,101.3333333,137.3333333,137.3333333,8.115438108,54,1,52
289,93,246,59,5,1.217249265,27.19708029,Chennai Super Kings,Royal Challengers Bangalore,1530.5,1863,184,67.5,68.5,68.5,7.294117647,90,2,56
290,32,231,19,6,1.311199303,28.22083333,Delhi Daredevils,Rajasthan Royals,2066.2,2709.2,288.8,82.2,96,96,7.59936407,24.25,1,52
291,32,231,19,6,1.26260363,19.29794521,Rajasthan Royals,Delhi Daredevils,743.8333333,939.1666667,80.83333333,42.5,48.66666667,48.66666667,7.740808824,96.25,2,39
292,36,232,19,5,1.280931872,31.3062201,Kolkata Knight Riders,Deccan Chargers,1702.666667,2181,191.3333333,132.3333333,69.66666667,69.66666667,7.960063898,17.75,1,46
293,36,232,19,5,1.219251337,24,Deccan Chargers,Kolkata Knight Riders,872.6666667,1064,115.3333333,43.66666667,44.33333333,44.33333333,7.730560579,23.5,2,59
294,30,213,21,5,1.214652015,28.26136364,Kings XI Punjab,Royal Challengers Bangalore,1365,1658,185.6666667,42.66666667,58.66666667,58.66666667,7.623989218,111.5,1,41
295,30,213,21,5,1.147168532,25.43609023,Royal Challengers Bangalore,Kings XI Punjab,1966,2255.333333,212,60.33333333,88.66666667,88.66666667,7.833883388,69.5,2,51
296,37,231,20,5,1.203539823,29.98425197,Mumbai Indians,Deccan Chargers,3164,3808,448.5,70,127,127,7.756727664,27.5,1,53
297,37,231,20,5,1.216348931,24.48255814,Deccan Chargers,Mumbai Indians,865.5,1052.75,107.25,42.25,43,43,7.404905856,172,2,40
298,93,246,59,5,1.27966457,28,Chennai Super Kings,Rajasthan Royals,2385,3052,288,111.3333333,109,109,7.658979392,43.8,1,66
299,93,246,59,5,1.166878981,17.28301887,Rajasthan Royals,Chennai Super Kings,785,916,83,42.5,53,53,7.83174724,52.66666667,2,62
300,36,232,19,5,1.309148936,32.90374332,Kolkata Knight Riders,Kings XI Punjab,2350,3076.5,262,196.5,93.5,93.5,7.757184372,40.25,1,53
301,36,232,19,5,1.159956768,23.20540541,Kings XI Punjab,Kolkata Knight Riders,1233.666667,1431,162.6666667,30,61.66666667,61.66666667,7.981878089,45.5,2,69
302,32,231,19,6,1.323482343,30.62962963,Delhi Daredevils,Royal Challengers Bangalore,2343.25,3101.25,336.25,93.25,101.25,101.25,7.903409091,71,1,54
303,32,231,19,6,1.145572917,24.99431818,Royal Challengers Bangalore,Delhi Daredevils,1280,1466.333333,140.6666667,40.66666667,58.66666667,58.66666667,7.191422828,85.33333333,2,38
304,30,213,21,5,1.266108247,22.84883721,Rajasthan Royals,Deccan Chargers,1164,1473.75,141.25,69,64.5,64.5,7.845838084,51,1,48
305,30,213,21,5,1.272026105,25.90936556,Deccan Chargers,Rajasthan Royals,1685.5,2144,201.25,88.25,82.75,82.75,7.580993521,69,2,52
306,93,246,59,5,1.27966457,28,Chennai Super Kings,Mumbai Indians,2385,3052,288,111.3333333,109,109,7.135087461,129.6666667,1,42
307,93,246,59,5,1.203539823,29.98425197,Mumbai Indians,Chennai Super Kings,3164,3808,448.5,70,127,127,6.939343083,73,2,46
308,32,205,18,5,1.159956768,23.20540541,Kings XI Punjab,Rajasthan Royals,1233.666667,1431,162.6666667,30,61.66666667,61.66666667,7.599882145,60,1,52
309,32,205,18,5,1.166878981,17.28301887,Rajasthan Royals,Kings XI Punjab,785,916,83,42.5,53,53,7.820773931,65.5,2,70
310,36,232,19,5,1.309148936,32.90374332,Kolkata Knight Riders,Delhi Daredevils,2350,3076.5,262,196.5,93.5,93.5,7.398047315,76.25,1,50
311,36,232,19,5,1.324432867,30.65829146,Delhi Daredevils,Kolkata Knight Riders,3071,4067.333333,445.3333333,120,132.6666667,132.6666667,8.102771363,43.5,2,44
312,74,263,40,5,1.12466355,25.44551282,Royal Challengers Bangalore,Deccan Chargers,2353,2646.333333,271.3333333,56.33333333,104,104,7.694390716,54.25,1,46
313,74,263,40,5,1.25875897,21.92647059,Deccan Chargers,Royal Challengers Bangalore,789.6666667,994,106,42,45.33333333,45.33333333,7.294117647,90,2,32
314,30,213,21,5,1.211321968,27.96534653,Mumbai Indians,Kings XI Punjab,3109,3766,402,91.33333333,134.6666667,134.6666667,7.777637993,82,1,51
315,30,213,21,5,1.178214524,23.73825503,Kings XI Punjab,Mumbai Indians,1000.666667,1179,133.3333333,22.66666667,49.66666667,49.66666667,7.236479789,129.5,2,56
316,74,263,40,5,1.293856509,30.52364865,Kolkata Knight Riders,Royal Challengers Bangalore,2327.666667,3011.666667,272.3333333,174.3333333,98.66666667,98.66666667,7.388806192,102.6666667,1,61
317,74,263,40,5,1.086813702,25.87709497,Royal Challengers Bangalore,Kolkata Knight Riders,1420.666667,1544,175.6666667,24,59.66666667,59.66666667,8.074994353,70,2,48
318,30,213,21,5,1.27966457,28,Chennai Super Kings,Deccan Chargers,2385,3052,288,111.3333333,109,109,7.865775018,50.2,1,55
319,30,213,21,5,1.268567026,24.87311178,Deccan Chargers,Chennai Super Kings,1622.5,2058.25,194.25,85.25,82.75,82.75,7.118764846,89.33333333,2,37
320,32,205,18,5,1.196946565,25.35323383,Mumbai Indians,Rajasthan Royals,1703,2038.4,183.2,65.8,80.4,80.4,7.631820793,46,1,47
321,32,205,18,5,1.253229444,22.38827839,Rajasthan Royals,Mumbai Indians,975.4,1222.4,116.8,56.2,54.6,54.6,7.445915493,143.6666667,2,34
